Family ID,Created at,Survey number,Worker,Gender,Country of birth,People in household,Race,Hispanic,Housing situation,Rent vs. Own,Child mortality,Disability,Automobile,Veteran Status,LGBTQ,Early Childhood Education,Number of People in Household with GED or HS Diploma,Highest level,Highest level in household,Annual income,Primary economic activity:,Assistance:
126827,2021-11-11,1º,njaen,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,6254,Other,"Food stamps,WIC"
172555,2022-12-13,1º,njaen,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,0,Employed Full-Time,"Food stamps,WIC"
172555,2023-04-24,2º,njaen,Female,United States of America,3,Black or African American,,,,,,,,,,,,,,,
3,2020-12-04,1º,jrobinson,Female,United States of America,2,Black or African American,No,Apartment/Condominium,Rent my home,No,No,No,No,Prefer not to say,Yes,1,Less than High School,Less than High School,,Employed Full-Time,Food stamps
3,2021-05-27,2º,telamon_jetoya,Female,United States of America,2,Black or African American,No,Apartment/Condominium,Rent my home,No,No,No,No,No,,,,,,Employed Full-Time,Food stamps
26891,2021-11-17,1º,agarcia4,Female,United States of America,1,Black or African American,No,Apartment/Condominium,Live with parents,No,No,No,No,No,No,1,High School/GED,High School/GED,,Unemployed,"Food stamps,WIC"
163502,2021-11-17,1º,agarcia4,Female,United States of America,1,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,Prefer not to say,Yes,1,High School/GED,Two-Year College Degree,,Employed Full-Time,"Food stamps,WIC"
163502,2022-05-05,2º,agarcia4,Female,United States of America,1,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,7000,Employed Full-Time,"Food stamps,WIC"
23517,2022-10-03,1º,mespino,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,Food stamps
23517,2023-04-18,2º,mespino,Female,United States of America,4,,,,,,,,,,,,,,,,
36728,2022-11-29,1º,mespino,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Employed Full-Time,"Food stamps,WIC,Other"
37224,2023-03-08,1º,tmcduffie,Female,United States of America,2,White,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,10000,"In School,Unemployed",Food stamps
36528,2022-12-08,1º,jdeleon,Female,United States of America,2,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,16792,Employed Full-Time,"Food stamps,WIC"
36441,2022-08-31,1º,kmacedo,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,No,1,High School/GED,High School/GED,,Unemployed,Food stamps
36441,2023-06-29,2º,kmacedo,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,Food stamps
3148,2021-11-11,1º,vbryant,Female,United States of America,7,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,10400,Employed Full-Time,"Food stamps,Other"
3148,2022-05-05,2º,vbryant,Female,United States of America,7,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,10400,Employed Part-Time,"Food stamps,WIC"
36876,2022-12-07,1º,kmacedo,Female,United States of America,6,White,No,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Employed Full-Time,None
36876,2023-05-08,2º,kmacedo,Female,United States of America,6,White,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,,High School/GED,High School/GED,,Employed Full-Time,None
36074,2022-02-08,1º,vbryant,Female,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,None
36074,2022-05-04,2º,vbryant,Female,United States of America,3,Black or African American,No,Trailer/Mobile Home,Homeless,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
37223,2023-03-22,1º,yliaogomez,Female,United States of America,2,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,Prefer not to say,No,1,High School/GED,High School/GED,,Unemployed,Food stamps
37223,2023-04-24,2º,yliaogomez,Female,United States of America,2,,,,,,,,,,,,,,,,
30764,2021-09-29,1º,snguyen,Female,El Salvador,4,Other,Yes,Transitional Housing,Live with another family,Yes,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,"Employed Part-Time,Employed Full-Time",WIC
30764,2022-05-03,2º,snguyen,Female,El Salvador,4,Other,Yes,Transitional Housing,Rent my home,Yes,No,Yes,No,No,Yes,2,High School/GED,Less than High School,30000,"Employed Full-Time,Employed Part-Time",WIC
18783,2022-02-01,1º,kmacedo,Female,United States of America,4,Black or African American,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,4100,"Employed Part-Time,In School",Food stamps
18783,2022-05-03,2º,kmacedo,Female,United States of America,4,Black or African American,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,4100,"Employed Part-Time,In School",Food stamps
172587,2022-10-07,1º,alopez,Female,United States of America,6,White,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,34000,Employed Full-Time,"Food stamps,WIC"
29056,2022-05-14,1º,vbryant,Female,United States of America,3,Other,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,7900,Employed Part-Time,"Food stamps,WIC"
26980,2021-11-11,1º,ialba,Female,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,Food stamps
26980,2022-05-03,2º,vbryant,Female,United States of America,3,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,13986,Employed Full-Time,"Food stamps,WIC"
154177,2023-03-24,1º,mmassey,Female,United States of America,3,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,20000,Employed Full-Time,Food stamps
153756,2021-11-04,1º,swilliamson,Female,United States of America,5,White,No,Single Family House,Live with partner in their home,No,No,Yes,No,No,Yes,3,High School/GED,Two-Year College Degree,,Unemployed,"Food stamps,WIC"
36815,2022-12-15,1º,jdeleon,Female,United States of America,4,Black or African American,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,"Employed Full-Time,Retired","Social Security,Disability"
36815,2023-04-24,2º,njaen,Female,United States of America,4,Other,,,,,,,,,,,,,,,
27900,2022-01-20,1º,vbryant,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,17746,Employed Full-Time,"Food stamps,WIC"
27900,2022-05-04,2º,vbryant,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,19590,Employed Full-Time,"Food stamps,WIC"
36098,2022-06-07,1º,vbryant,Female,United States of America,5,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,4923,Employed Part-Time,"Food stamps,WIC"
36098,2022-07-11,2º,vbryant,Female,United States of America,5,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,4923,Employed Part-Time,"Food stamps,WIC"
36950,2022-11-28,1º,mespino,Female,United States of America,6,,,,,,,,,No,No,2,Two-Year College Degree,Two-Year College Degree,,Stay-at-Home Caregiver,Other
36950,2023-04-21,2º,mespino,Female,United States of America,6,,,,,,,,,,,,,,,,
30379,2021-11-05,1º,kmacedo,Female,United States of America,4,Black or African American,No,Single Family House,Live with another family,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,Food stamps
30379,2022-05-02,2º,kmacedo,Female,United States of America,4,Black or African American,No,Trailer/Mobile Home,Live with parents,No,No,Yes,No,No,Yes,,High School/GED,Less than High School,,"Unemployed,Employed Part-Time",None
24269,2021-11-10,1º,vbryant,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,25650,Employed Full-Time,"Food stamps,WIC"
24269,2022-05-16,2º,vbryant,Female,United States of America,5,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,29495,Employed Full-Time,"Food stamps,WIC"
24269,2022-11-29,3º,njaen,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,29495,Employed Full-Time,WIC
24269,2023-04-24,4º,njaen,Female,United States of America,5,Black or African American,No,,,No,No,Yes,No,No,,,,,,Employed Full-Time,Food stamps
33072,2022-12-15,1º,jdeleon,Female,United States of America,2,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Not applicable,1,High School/GED,High School/GED,25000,Employed Full-Time,"Food stamps,WIC"
33072,2023-04-24,2º,njaen,Female,United States of America,2,Other,,,,,,,,,,,,,,,
3305,2022-11-29,1º,njaen,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,26166,Employed Full-Time,WIC
3305,2023-04-24,2º,njaen,Female,United States of America,4,Black or African American,,,,,,,,,,,,,,,
147633,2021-11-09,1º,njaen,Female,United States of America,2,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Employed Part-Time,"Food stamps,WIC"
147633,2022-05-03,2º,njaen,Female,United States of America,2,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,Food stamps
31486,2021-11-04,1º,agarcia4,Female,United States of America,6,White,No,Trailer/Mobile Home,Rent my home,No,Yes,Yes,No,No,No,1,Less than High School,High School/GED,20000,"Employed Full-Time,Unemployed","Disability,Food stamps,WIC"
31486,2022-05-05,2º,agarcia4,Female,United States of America,6,White,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,30000,Unemployed,None
36141,2022-05-05,1º,vbryant,Female,United States of America,3,Black or African American,No,Single Family House,Live with parents,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
36141,2022-05-05,2º,vbryant,Female,United States of America,3,Black or African American,No,Single Family House,Live with parents,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
36141,2022-11-29,3º,njaen,Female,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,"Employed Full-Time,In School","Food stamps,WIC"
36141,2023-04-24,4º,njaen,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Other,Food stamps
35840,2021-10-21,1º,nanderson,Female,United States of America,3,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,No,1,Less than High School,High School/GED,15000,Employed Full-Time,Food stamps
35840,2022-05-03,2º,nanderson,Female,United States of America,3,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,No,1,Less than High School,High School/GED,15000,Employed Full-Time,Food stamps
35695,2021-11-09,1º,mespino,Female,United States of America,3,Native Hawaiian or Other Pacific Islander,Yes,Single Family House,Live with another family,No,No,No,No,No,Not applicable,1,High School/GED,High School/GED,,Unemployed,None
35695,2022-07-06,2º,mespino,Female,United States of America,3,,,,,,,,,,,,,,,,
13342,2022-01-28,1º,kmacedo,Female,United States of America,4,White,Yes,Single Family House,Rent my home,No,No,No,No,No,No,0,Less than High School,Less than High School,9888,Employed Part-Time,Food stamps
13342,2022-05-03,2º,kmacedo,Female,United States of America,4,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,No,0,Less than High School,Less than High School,9888,Employed Part-Time,Food stamps
13342,2022-10-07,3º,kmacedo,Female,United States of America,4,White,Yes,Single Family House,Rent my home,No,No,No,No,No,Yes,1,Less than High School,Less than High School,30000,Employed Full-Time,Food stamps
13342,2023-04-27,4º,kmacedo,Female,United States of America,4,"White,Black or African American",Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,Food stamps
18179,2022-11-29,1º,njaen,Female,United States of America,3,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Employed Full-Time,"Food stamps,WIC"
18179,2023-04-24,2º,njaen,Female,United States of America,3,Black or African American,No,,,No,No,,No,No,,,,,,Employed Full-Time,Food stamps
118517,2021-11-11,1º,njaen,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,11990,Other,"WIC,Food stamps"
27918,2021-10-25,1º,kmacedo,Female,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,No,1,Four-Year College Degree,Four-Year College Degree,20000,Employed Full-Time,Food stamps
27918,2022-05-04,2º,kmacedo,Female,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,No,1,Four-Year College Degree,Four-Year College Degree,20000,Employed Full-Time,Food stamps
27918,2022-10-24,3º,kmacedo,Female,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,5873,Employed Part-Time,"Food stamps,WIC"
33776,2021-11-10,1º,qalamin,Female,United States of America,1,Black or African American,No,Trailer/Mobile Home,Live with another family,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,"Food stamps,WIC"
33776,2022-05-05,2º,qalamin,Female,United States of America,1,Black or African American,No,Trailer/Mobile Home,Live with another family,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,17000,Employed Full-Time,"Food stamps,WIC"
33776,2022-11-29,1º,njaen,Female,United States of America,6,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,1716132,Employed Full-Time,"Food stamps,WIC"
33776,2023-04-21,2º,njaen,Female,United States of America,6,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Other,"Food stamps,WIC"
33776,2023-04-24,3º,njaen,Female,United States of America,6,Black or African American,,,,,,,,,,,,,,Employed Full-Time,
36603,2023-01-31,1º,yliaogomez,Female,United States of America,3,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,,,Employed Full-Time,"Food stamps,WIC"
36063,2022-07-06,1º,mespino,Female,United States of America,3,Black or African American,No,,,No,No,Yes,Prefer not to say,Prefer not to say,,,,,,Employed Full-Time,Other
36063,2022-07-06,2º,mespino,Female,United States of America,3,,,,,,,,,,,,,,,,
36063,2023-01-24,3º,mespino,Female,United States of America,3,Black or African American,No,Single Family House,Live with parents,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,Other
36063,2023-04-21,4º,mespino,Female,United States of America,3,,,,,,,,,,,,,,,,
85725,2022-11-28,1º,yliaogomez,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,Prefer not to say,Yes,0,Less than High School,Less than High School,,Employed Part-Time,Food stamps
14934,2021-11-11,1º,vbryant,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,11524,Unemployed,"Food stamps,WIC"
14934,2022-05-06,2º,vbryant,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,7789,Employed Part-Time,"Food stamps,WIC"
14934,2022-11-29,3º,njaen,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,7789,Employed Full-Time,"Food stamps,WIC"
14934,2023-04-24,4º,njaen,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Other,Food stamps
14934,2023-04-24,5º,njaen,Female,United States of America,4,Other,No,,,No,No,Yes,No,No,,,,,,Other,Food stamps
36863,2023-01-12,1º,njaen,Female,United States of America,4,"Black or African American,Other",Yes,Single Family House,Rent my home,No,No,Yes,Yes,No,Yes,2,Two-Year College Degree,Two-Year College Degree,0,Employed Part-Time,"Food stamps,WIC"
36863,2023-04-24,2º,njaen,Female,United States of America,4,"Black or African American,Other",Yes,Single Family House,,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Other,Food stamps
30368,2022-11-30,1º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Less than High School,High School/GED,0,Employed Full-Time,"WIC,Food stamps"
32996,2021-11-09,1º,vbryant,Female,United States of America,2,Black or African American,No,living with family,Temporary housing/shelter,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC,Other"
32996,2022-05-03,2º,vbryant,Female,United States of America,2,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
35393,2022-11-29,1º,njaen,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,"Food stamps,WIC"
35393,2023-04-24,2º,njaen,Female,United States of America,3,Black or African American,,,,,,,,,,,,,,,
172408,2022-11-22,1º,yliaogomez,Female,United States of America,2,White,Yes,Trailer/Mobile Home,Rent my home,No,No,No,No,No,,,,,,Employed Part-Time,"Food stamps,WIC"
172408,2023-04-21,2º,yliaogomez,Female,United States of America,2,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,In School,"Food stamps,WIC"
6,2021-03-12,1º,jrobinson,Non-binary/third gender,United States of America,3,Black or African American,No,Single Family House,Own my home,No,Yes,Yes,No,No,,1,Four-Year College Degree,Four-Year College Degree,,Employed Full-Time,
6,2021-05-27,2º,telamon_jetoya,Non-binary/third gender,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,
20447,2021-11-10,1º,vbryant,Female,United States of America,5,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,17858,Employed Full-Time,"Food stamps,WIC"
20447,2022-05-09,2º,vbryant,Female,United States of America,5,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,17858,Employed Full-Time,"Food stamps,WIC"
32785,2021-11-08,1º,vbryant,Female,United States of America,2,Black or African American,No,Single Family House,Live with parents,No,No,Yes,No,No,Yes,1,Four-Year College Degree,Four-Year College Degree,10000,Employed Full-Time,Food stamps
32785,2022-05-06,2º,vbryant,Female,United States of America,2,Black or African American,No,Single Family House,Homeless,Yes,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,0,Unemployed,"Food stamps,WIC"
32785,2022-11-29,3º,njaen,Female,United States of America,2,Black or African American,No,Single Family House,Live with another family,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
32785,2023-04-24,4º,njaen,Female,United States of America,2,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Other,Food stamps
37139,2022-11-22,1º,jdeleon,Female,United States of America,5,Black or African American,No,Apartment/Condominium,Rent my home,No,Yes,Yes,No,No,Not applicable,2,Two-Year College Degree,Two-Year College Degree,15000,"In School,Employed Part-Time","Food stamps,WIC"
37139,2023-04-24,2º,njaen,Female,United States of America,5,Other,,,,,,,,,,,,,,,
35673,2021-11-10,1º,mespino,Female,United States of America,2,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Not applicable,1,High School/GED,High School/GED,,Unemployed,"Food stamps,WIC"
35673,2022-05-06,2º,mespino,Female,United States of America,2,Black or African American,No,,,,,,,,,,,,,,
37092,2022-12-12,1º,njaen,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Live with another family,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,0,Other,"WIC,Food stamps"
37092,2023-04-24,2º,njaen,Female,United States of America,3,Other,No,,,,,,,,,,,,,,
126256,2023-01-30,1º,yliaogomez,Female,United States of America,7,Black or African American,No,Trailer/Mobile Home,Own my home,Yes,Yes,Yes,No,Prefer not to say,Yes,3,Two-Year College Degree,Two-Year College Degree,,Stay-at-Home Caregiver,"WIC,Disability,None"
28678,2021-11-04,1º,swilliamson,Female,United States of America,6,Black or African American,No,Trailer/Mobile Home,Own my home,No,Yes,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,,"Stay-at-Home Caregiver,Unemployed","Food stamps,WIC,Social Security"
18274,2022-11-29,1º,qalamin,Female,United States of America,5,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,"Food stamps,WIC"
36862,2023-02-01,1º,yliaogomez,Female,United States of America,2,Black or African American,No,Single Family House,Live with parents,No,No,Yes,No,Prefer not to say,Yes,1,Two-Year College Degree,Two-Year College Degree,,"Employed Full-Time,In School","Food stamps,WIC"
36862,2023-06-12,2º,yliaogomez,Female,United States of America,2,,,,,,,,,,,,,,,,
157630,2022-11-28,1º,yliaogomez,Male,United States of America,5,Black or African American,Yes,Trailer/Mobile Home,Live with parents,No,No,No,No,No,Yes,1,High School/GED,High School/GED,,Stay-at-Home Caregiver,"Food stamps,WIC"
33535,2021-11-08,1º,kmacedo,Male,United States of America,2,White,No,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,,9600,Retired,"Food stamps,Other"
33535,2022-05-03,2º,kmacedo,Male,United States of America,2,White,No,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,9600,Retired,"Food stamps,Other"
167358,2022-05-05,1º,njaen,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Other,Food stamps
139990,2023-05-08,1º,tmcduffie,Male,Mexico,5,,,,,,,,,,,,,,,,
28995,2021-10-27,1º,nanderson,Female,United States of America,4,"White,American Indian or Alaska Native",No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,,"Employed Full-Time,Stay-at-Home Caregiver",None
28995,2022-05-02,2º,nanderson,Female,United States of America,4,"White,American Indian or Alaska Native",No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,,"Employed Full-Time,Stay-at-Home Caregiver",None
35412,2022-01-21,1º,vbryant,Female,United States of America,2,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,11062,"Unemployed,Other","Food stamps,WIC,Other"
35412,2022-05-05,2º,vbryant,Female,United States of America,2,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,17936,Unemployed,"Food stamps,WIC"
35412,2022-11-29,3º,njaen,Female,United States of America,2,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,17936,Employed Full-Time,"WIC,Food stamps"
35412,2023-04-24,4º,njaen,Female,United States of America,2,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,,,,,Other,Food stamps
35183,2021-10-18,1º,nanderson,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,Prefer not to say,Yes,Prefer not to say,Prefer not to say,No,2,High School/GED,High School/GED,10000,Employed Full-Time,Food stamps
35183,2022-05-05,2º,nanderson,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,Prefer not to say,Yes,Prefer not to say,Prefer not to say,No,2,High School/GED,High School/GED,10000,Employed Full-Time,Food stamps
35183,2022-09-27,3º,kmacedo,Female,United States of America,3,Black or African American,No,Trailer/Mobile Home,Live with parents,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,None
35183,2023-05-08,4º,kmacedo,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,,High School/GED,High School/GED,,Employed Part-Time,Food stamps
3103,2023-03-24,1º,mespino,Female,United States of America,3,Black or African American,No,Single Family House,Live with another family,No,No,No,No,No,Yes,1,High School/GED,High School/GED,,In School,"WIC,Other,Food stamps"
3254,2021-11-10,1º,ialba,Female,United States of America,5,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,"Employed Full-Time,Employed Part-Time",Food stamps
3254,2022-05-09,2º,vbryant,Female,United States of America,5,Other,Yes,Single Family House,Own my home,No,No,No,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,12189,Employed Full-Time,"WIC,Food stamps"
31621,2021-11-09,1º,nanderson,Female,Mexico,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,23000,Employed Full-Time,WIC
31621,2022-05-05,2º,nanderson,Female,Mexico,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,23000,Employed Full-Time,WIC
37118,2022-10-07,1º,snguyen,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Prefer not to say,No,Yes,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,WIC
24042,2021-10-20,1º,nanderson,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,,,,Self-Employed,"Food stamps,WIC"
24042,2022-05-03,2º,nanderson,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Self-Employed,"Food stamps,WIC"
